"DateTime";"Players";"Average Players"
"2022-08-19 00:00:00";37416;
"2022-08-20 00:00:00";43930;
"2022-08-21 00:00:00";46138;
"2022-08-22 00:00:00";35746;
"2022-08-23 00:00:00";35378;
"2022-08-24 00:00:00";33021;
"2022-08-25 00:00:00";32699;
"2022-08-26 00:00:00";34801;
"2022-08-27 00:00:00";41241;
"2022-08-28 00:00:00";43177;
"2022-08-29 00:00:00";34150;
"2022-08-30 00:00:00";33560;
"2022-08-31 00:00:00";32808;
"2022-09-01 00:00:00";32101;
"2022-09-02 00:00:00";34813;
"2022-09-03 00:00:00";42524;
"2022-09-04 00:00:00";44015;
"2022-09-05 00:00:00";41589;
"2022-09-06 00:00:00";32651;
"2022-09-07 00:00:00";32718;
"2022-09-08 00:00:00";31775;
"2022-09-09 00:00:00";34133;
"2022-09-10 00:00:00";42624;
"2022-09-11 00:00:00";45475;
"2022-09-12 00:00:00";31859;
"2022-09-13 00:00:00";31387;
"2022-09-14 00:00:00";31548;
"2022-09-15 00:00:00";30927;
"2022-09-16 00:00:00";33397;
"2022-09-17 00:00:00";42458;
"2022-09-18 00:00:00";43754;
"2022-09-19 00:00:00";33364;
"2022-09-20 00:00:00";31054;
"2022-09-21 00:00:00";30494;
"2022-09-22 00:00:00";30003;
"2022-09-23 00:00:00";32171;25280
"2022-09-24 00:00:00";40762;31739
"2022-09-25 00:00:00";41979;33131
"2022-09-26 00:00:00";29959;24366
"2022-09-27 00:00:00";29528;23571
"2022-09-28 00:00:00";29044;23043
"2022-09-29 00:00:00";28096;22447
"2022-09-30 00:00:00";30763;23950
"2022-10-01 00:00:00";38442;30432
"2022-10-02 00:00:00";39830;32213
"2022-10-03 00:00:00";30427;25322
"2022-10-04 00:00:00";28429;23372
"2022-10-05 00:00:00";27373;22352
"2022-10-06 00:00:00";27026;21840
"2022-10-07 00:00:00";28048;22715
"2022-10-08 00:00:00";34805;26632
"2022-10-09 00:00:00";36653;28054
"2022-10-10 00:00:00";27576;22599
"2022-10-11 00:00:00";25667;20411
"2022-10-12 00:00:00";26361;20584
"2022-10-13 00:00:00";23752;18750
"2022-10-14 00:00:00";28885;21979
"2022-10-15 00:00:00";38217;29641
"2022-10-16 00:00:00";39401;31620
"2022-10-17 00:00:00";29579;23617
"2022-10-18 00:00:00";29637;22961
"2022-10-19 00:00:00";29083;22550
"2022-10-20 00:00:00";29196;22147
"2022-10-21 00:00:00";31471;23529
"2022-10-22 00:00:00";38307;29476
"2022-10-23 00:00:00";39319;30995
"2022-10-24 00:00:00";29193;22986
"2022-10-25 00:00:00";28742;22125
"2022-10-26 00:00:00";28001;21527
"2022-10-27 00:00:00";27499;21301
"2022-10-28 00:00:00";29657;22348
"2022-10-29 00:00:00";34934;27061
"2022-10-30 00:00:00";34954;28317
"2022-10-31 00:00:00";28209;21721
"2022-11-01 00:00:00";29025;21781
"2022-11-02 00:00:00";25710;20385
"2022-11-03 00:00:00";25692;20699
"2022-11-04 00:00:00";28158;22074
"2022-11-05 00:00:00";35662;27811
"2022-11-06 00:00:00";36004;29101
"2022-11-07 00:00:00";25244;21449
"2022-11-08 00:00:00";25385;20982
"2022-11-09 00:00:00";25467;20548
"2022-11-10 00:00:00";25160;20746
"2022-11-11 00:00:00";29688;23646
"2022-11-12 00:00:00";35679;28984
"2022-11-13 00:00:00";35817;30542
"2022-11-14 00:00:00";26412;22660
"2022-11-15 00:00:00";27174;22355
"2022-11-16 00:00:00";26755;21802
"2022-11-17 00:00:00";25982;21156
"2022-11-18 00:00:00";27963;22213
"2022-11-19 00:00:00";34946;28152
"2022-11-20 00:00:00";35579;29719
"2022-11-21 00:00:00";26101;22411
"2022-11-22 00:00:00";26744;22181
"2022-11-23 00:00:00";26242;22657
"2022-11-24 00:00:00";27238;22994
"2022-11-25 00:00:00";29925;24597
"2022-11-26 00:00:00";35682;29671
"2022-11-27 00:00:00";36345;30965
"2022-11-28 00:00:00";27038;23547
"2022-11-29 00:00:00";26537;22357
"2022-11-30 00:00:00";26979;22503
"2022-12-01 00:00:00";26701;22155
"2022-12-02 00:00:00";29223;23561
"2022-12-03 00:00:00";36322;29831
"2022-12-04 00:00:00";36774;31135
"2022-12-05 00:00:00";27747;23889
"2022-12-06 00:00:00";32942;25615
"2022-12-07 00:00:00";32676;26574
"2022-12-08 00:00:00";33179;28589
"2022-12-09 00:00:00";37725;30240
"2022-12-10 00:00:00";46193;38756
"2022-12-11 00:00:00";47045;41414
"2022-12-12 00:00:00";37142;32407
"2022-12-13 00:00:00";36105;31363
"2022-12-14 00:00:00";36199;31783
"2022-12-15 00:00:00";35084;31059
"2022-12-16 00:00:00";38188;32736
"2022-12-17 00:00:00";45094;39243
"2022-12-18 00:00:00";46097;40434
"2022-12-19 00:00:00";38366;33630
"2022-12-20 00:00:00";38488;33089
"2022-12-21 00:00:00";38060;33351
