Date,Avg_Player,Log_Player,Lag_Player,Discount_Ratio,Base_Price,Is_Weekend,Is_Holiday,Years_Since_Release,Trend_Index,Log_Twitch_Avg,Is_Major_Update,Is_Minor_Update
2023-02-17,58848.0,10.98273012019061,10.892359377191038,0.0,59.99,0,0,0.9808219178082191,0.15,0.0,0,0
2023-02-18,71668.0,11.17981357605122,10.98273012019061,0.0,59.99,1,0,0.9835616438356164,0.15,0.0,0,0
2023-02-19,71708.0,11.18037154172291,11.17981357605122,0.0,59.99,1,0,0.9863013698630136,0.15,0.0,0,0
2023-02-20,57887.0,10.966265388195021,11.18037154172291,0.0,59.99,0,1,0.989041095890411,0.15,0.0,0,0
2023-02-21,53740.0,10.89193149010949,10.966265388195021,0.0,59.99,0,0,0.9917808219178083,0.15,0.0,0,0
2023-02-22,53730.0,10.891745395126074,10.89193149010949,0.0,59.99,0,0,0.9945205479452055,0.15,0.0,0,0
2023-02-23,54134.0,10.899236205744998,10.891745395126074,0.0,59.99,0,0,0.9972602739726028,0.15,0.0,0,0
2023-02-24,55361.0,10.921648716806612,10.899236205744998,0.0,59.99,0,0,1.0,0.15,0.0,0,0
2023-02-25,67121.0,11.114267138074986,10.921648716806612,0.0,59.99,1,0,1.0027397260273974,0.15,0.0,0,0
2023-02-26,67335.0,11.117450290891412,11.114267138074986,0.0,59.99,1,0,1.0054794520547945,0.15,0.0,0,0
2023-02-27,50421.0,10.828182866754094,11.117450290891412,0.0,59.99,0,0,1.0082191780821919,0.15,0.0,0,0
2023-02-28,55189.0,10.918537056433546,10.828182866754094,0.0,59.99,0,0,1.010958904109589,0.15,0.0,0,0
2023-03-01,55050.0,10.916015307290108,10.918537056433546,0.0,59.99,0,0,1.0136986301369864,0.13,0.0,0,0
2023-03-02,55532.0,10.924732717627794,10.916015307290108,0.0,59.99,0,0,1.0164383561643835,0.13,0.0,0,0
2023-03-03,60124.0,11.004181007408063,10.924732717627794,0.0,59.99,0,0,1.0191780821917809,0.13,0.0,0,0
2023-03-04,74131.0,11.213602566917201,11.004181007408063,0.0,59.99,1,0,1.021917808219178,0.13,0.0,0,0
2023-03-05,74740.0,11.221784082666318,11.213602566917201,0.0,59.99,1,0,1.0246575342465754,0.13,0.0,0,0
2023-03-06,53807.0,10.893177433980052,11.221784082666318,0.0,59.99,0,0,1.0273972602739727,0.13,0.0,0,0
2023-03-07,54145.0,10.899439380817963,10.893177433980052,0.0,59.99,0,0,1.0301369863013699,0.13,0.0,0,0
2023-03-08,53279.0,10.88331630521427,10.899439380817963,0.0,59.99,0,0,1.0328767123287672,0.13,0.0,0,0
2023-03-09,51995.0,10.85892207152791,10.88331630521427,0.0,59.99,0,0,1.0356164383561643,0.13,0.0,0,0
2023-03-10,57180.0,10.953976954355767,10.85892207152791,0.0,59.99,0,0,1.0383561643835617,0.13,0.0,0,0
2023-03-11,70523.0,11.163708356400651,10.953976954355767,0.0,59.99,1,0,1.0410958904109588,0.13,0.0,0,0
2023-03-12,71543.0,11.178067924026017,11.163708356400651,0.0,59.99,1,0,1.0438356164383562,0.13,0.0,0,0
2023-03-13,52172.0,10.862320398675953,11.178067924026017,0.0,59.99,0,0,1.0465753424657533,0.13,0.0,0,0
2023-03-14,51828.0,10.855705117152361,10.862320398675953,0.0,59.99,0,0,1.0493150684931507,0.13,0.0,0,0
2023-03-15,51380.0,10.847023733300478,10.855705117152361,0.0,59.99,0,0,1.0520547945205478,0.13,0.0,0,0
2023-03-16,49925.0,10.818297188128485,10.847023733300478,0.0,59.99,0,0,1.0547945205479452,0.13,0.0,0,0
2023-03-17,53979.0,10.896368886571995,10.818297188128485,0.0,59.99,0,0,1.0575342465753426,0.13,0.0,0,0
2023-03-18,65288.0,11.086578847782176,10.896368886571995,0.0,59.99,1,0,1.0602739726027397,0.13,0.0,0,0
2023-03-19,65715.0,11.093097706026228,11.086578847782176,0.0,59.99,1,0,1.063013698630137,0.13,0.0,0,0
2023-03-20,48532.0,10.78999925792116,11.093097706026228,0.0,59.99,0,0,1.0657534246575342,0.13,0.0,0,0
2023-03-21,47647.0,10.771595935483736,10.78999925792116,0.0,59.99,0,0,1.0684931506849316,0.13,0.0,0,0
